Unnamed: 0,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Unnamed: 0,Brand,Clockspeed,Model,Series,Width,Height,fullRes
1104,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.4kg,1199,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,1104,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1105,Dell,Latitude E5270,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.5kg,1413,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,1105,Intel,2.3,,Core i5 6200U,1366,768,1049088
1106,MSI,GE72 Apache,Gaming,17.3,Nvidia GeForce GTX 960M,Windows,10,2.9kg,1511,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1106,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1107,Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel HD Graphics 520,Windows,10,2.1kg,867,1920x1080,Touchscreen,4,True,False,False,256,0,0,256,1107,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1108,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,AMD Radeon R4,Windows,10,2.1kg,398,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,1108,AMD,2.5,9220,A6-Series,1920,1080,2073600
1109,Asus,Rog GL552VW-CN470T,Gaming,15.6,Nvidia GeForce GTX 960M,Windows,10,2.59kg,1339,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,1109,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1110,HP,EliteBook 1030,Notebook,13.3,Intel HD Graphics 515,Windows,10,1.16kg,1699,3200x1800,Touchscreen,8,True,False,False,256,0,0,256,1110,Intel,1.1,,Core M 6Y54,3200,1800,5760000
1111,Dell,Vostro 3559,Notebook,15.6,AMD Radeon R5 M315,Windows,7,2.24kg,769,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1111,Intel,2.3,,Core i5 6200U,1366,768,1049088
1112,Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 520,Windows,10,2.1kg,429,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,1112,Intel,2.0,,Core i3 6006U,1366,768,1049088
1113,HP,Spectre Pro,Ultrabook,13.3,Intel HD Graphics 520,Windows,10,1.16kg,1969,1920x1080,No Touchscreen,8,True,False,False,512,0,0,512,1113,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1114,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,Android,,0.69kg,549,1920x1200,Touchscreen,4,True,False,False,64,0,0,64,1114,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
1115,Dell,XPS 13,Ultrabook,13.3,Intel Iris Plus Graphics 640,Windows,10,1.23kg,1379,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1115,Intel,2.4,,Core i7 7560U,1920,1080,2073600
1116,Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,4.6kg,2749,1920x1080,No Touchscreen,16,True,False,True,256,0,1000,1256,1116,Intel,2.7,,Core i7 6820HK,1920,1080,2073600
1117,Razer,Blade Stealth,Ultrabook,12.5,Intel HD Graphics 520,Windows,10,1.25kg,1029,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,1117,Intel,2.5,,Core i7 6500U,3840,2160,8294400
1118,Toshiba,Portege X30-D-10K,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.05kg,2226,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,1118,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1119,Asus,Rog GL752VW-T4308T,Gaming,17.3,Nvidia GeForce GTX 960M,Windows,10,3.52kg,1312,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1119,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1120,Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Intel HD Graphics 400,Windows,10,1.35kg,196,1920x1080,No Touchscreen,4,True,False,False,32,0,0,32,1120,Intel,1.44,,Atom X5-Z8350,1920,1080,2073600
1121,HP,Spectre Pro,Notebook,13.3,Intel HD Graphics 520,Windows,10,1.16kg,1690,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1121,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1122,HP,EliteBook 1040,Notebook,14.0,Intel HD Graphics 520,Windows,7,1.43kg,1513,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1122,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1123,Dell,Latitude E5570,Notebook,15.6,Intel HD Graphics 520,Linux,,2.09kg,523,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1123,Intel,2.3,,Core i5 6200U,1366,768,1049088
1124,Asus,VivoBook Max,Notebook,15.6,Intel HD Graphics 620,Windows,10,2kg,435,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1124,Intel,2.4,,Core i3 7100U,1366,768,1049088
1125,Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,Intel HD Graphics 520,Windows,10,1.8kg,1669,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1125,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1126,Lenovo,Yoga Book,2 in 1 Convertible,10.1,Intel HD Graphics 400,Windows,10,0.69kg,479,1920x1200,Touchscreen,4,True,False,False,64,0,0,64,1126,Intel,1.44,,Atom x5-Z8550,1920,1200,2304000
1127,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.26kg,1895,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,1127,Intel,2.4,,Core i5 6300U,1366,768,1049088
1128,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1060,No OS,,2.4kg,989,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
1129,HP,Omen -,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,3.35kg,1129,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1129,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
1130,HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,2.04kg,629,1366x768,No Touchscreen,8,False,True,False,0,2000,0,2000,1130,Intel,2.7,,Core i7 7500U,1366,768,1049088
1131,Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,Nvidia Quadro M500M,Windows,7,1.8kg,2050,1920x1080,Touchscreen,8,True,False,False,512,0,0,512,1131,Intel,2.6,,Core i7 6600U,1920,1080,2073600
1132,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,Windows,10,1.5kg,278,1366x768,No Touchscreen,4,True,False,False,32,0,0,32,1132,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
1133,HP,250 G6,Ultrabook,15.6,Intel HD Graphics 620,Windows,10,1.84kg,752,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1133,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1134,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.23kg,616,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,1134,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1135,Lenovo,IdeaPad 500-15ISK,Notebook,15.6,AMD Radeon R7 M360,Windows,10,2.5kg,1099,1920x1080,No Touchscreen,16,False,False,True,0,0,1000,1000,1135,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1136,HP,ZBook 17,Workstation,17.3,Nvidia Quadro M3000M,Windows,7,3kg,3949,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1136,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1137,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.5kg,784,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,1137,Intel,2.5,,Core i5 7200U,1366,768,1049088
1138,MSI,GT72S Dominator,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,3.78kg,2399,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1138,Intel,2.7,,Core i7 6820HQ,1920,1080,2073600
1139,HP,EliteBook 850,Ultrabook,15.6,Intel HD Graphics 520,Windows,7,1.88kg,2171,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1139,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1140,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,Windows,10,2.8kg,2440,2560x1440,Touchscreen,16,True,False,False,512,0,0,512,1140,Intel,2.6,,Core i7 6600U,2560,1440,3686400
1141,MSI,GP62M 7RDX,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.4kg,1142,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1141,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1142,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.48kg,1629,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1142,Intel,2.4,,Core i5 6300U,1920,1080,2073600
1143,HP,ZBook 15,Workstation,15.6,Nvidia Quadro M1000M,Windows,7,2.59kg,2229,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1143,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1144,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.48kg,1799,2560x1440,Touchscreen,8,True,False,False,256,0,0,256,1144,Intel,2.6,,Core i7 6600U,2560,1440,3686400
1145,HP,ZBook Studio,Workstation,15.6,Nvidia Quadro M1000M,Windows,7,2.0kg,1899,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1145,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1146,HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,Windows,7,1.26kg,2296,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1146,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1147,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.18kg,1009,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1147,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1148,HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,Windows,7,1.88kg,1579,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1148,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1149,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,Windows,10,1.27kg,2339,2560x1440,Touchscreen,8,True,False,False,256,0,0,256,1149,Intel,2.5,,Core i7 6500U,2560,1440,3686400
1150,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,Intel HD Graphics 520,No OS,,1.9kg,339,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1150,Intel,2.0,,Core i3 6006U,1366,768,1049088
1151,HP,15-BA015wm (E2-7110/4GB/500GB/W10),Notebook,15.6,AMD Radeon R2 Graphics,Windows,10,1.86kg,297,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1151,AMD,1.8,7110,E-Series,1366,768,1049088
1152,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M330,No OS,,2.32kg,599,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1152,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1153,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050Ti,Windows,10,2.62kg,1199,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1153,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1154,Dell,XPS 15,Notebook,15.6,Nvidia GeForce 960M,Windows,10,2.04kg,2250,3840x2160,Touchscreen,8,True,False,False,256,0,0,256,1154,Intel,2.3,,Core i5 6300HQ,3840,2160,8294400
1155,HP,15-bw002nv (A6-9220/4GB/256GB/Radeon,Notebook,15.6,AMD Radeon 520,Windows,10,1.91kg,478,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1155,AMD,2.5,A6-9220,A6-Series,1920,1080,2073600
1156,MSI,GP72M 7REX,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,1492,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1156,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1157,Lenovo,ThinkPad T460s,Ultrabook,14.0,Intel HD Graphics 520,Windows,7,1.4kg,2299,1920x1080,No Touchscreen,12,True,False,False,512,0,0,512,1157,Intel,2.6,,Core i7 6600U,1920,1080,2073600
1158,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,15.6,AMD Radeon R5 M330,Windows,10,2.5kg,788,1920x1080,No Touchscreen,8,False,False,True,0,0,1000,1000,1158,Intel,2.3,,Core i5 6200U,1920,1080,2073600
1159,HP,Spectre Pro,2 in 1 Convertible,13.3,Intel HD Graphics 520,Windows,10,1.48kg,2041,2560x1440,Touchscreen,8,True,False,False,512,0,0,512,1159,Intel,2.6,,Core i7 6600U,2560,1440,3686400
1160,Lenovo,ThinkPad T460,Ultrabook,14.0,Intel HD Graphics 520,Windows,7,1.7kg,1499,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1160,Intel,2.6,,Core i7 6600U,1920,1080,2073600
1161,MSI,GS40 Phantom,Gaming,14.0,Nvidia GeForce GTX 970M,Windows,10,1.7kg,1769,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1161,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1162,HP,Pavilion 15-cb003nv,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1162,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1163,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.2kg,459,1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000,1163,Intel,2.0,,Core i3 6006U,1366,768,1049088
1164,HP,250 G4,Notebook,15.6,Intel HD Graphics 520,No OS,,2.1kg,476,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1164,Intel,2.3,,Core i5 6200U,1366,768,1049088
1165,Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,Windows,10,2.62kg,1498,3840x2160,No Touchscreen,8,True,True,False,128,1000,0,1128,1165,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
1166,Lenovo,ThinkPad T570,Notebook,15.6,Intel HD Graphics 620,Windows,10,1.95kg,1390,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1166,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1167,Lenovo,320-15ISK (i3-6006U/4GB/1TB/GeForce,Notebook,15.6,Nvidia GeForce 920MX ,Windows,10,2.2kg,468,1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000,1167,Intel,2.0,,Core i3 6006U,1920,1080,2073600
1168,HP,Stream 14-AX000nv,Notebook,14.0,Intel HD Graphics 400,Windows,10,1.44kg,249,1366x768,No Touchscreen,2,True,False,False,32,0,0,32,1168,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
1169,MSI,PL60 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.2kg,839,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1169,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1170,HP,250 G5,Notebook,15.6,Intel HD Graphics 520,Windows,10,1.96kg,679,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1170,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1171,HP,ProBook 450,Notebook,15.6,Intel UHD Graphics 620,Windows,10,2.1kg,1159,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,1171,Intel,1.8,,Core i7 8550U,1920,1080,2073600
1172,Asus,X553SA-XX021T (N3050/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics,Windows,10,2.2kg,369,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1172,Intel,1.6,,Celeron Dual Core N3050,1366,768,1049088
1173,Lenovo,V110-15ISK (i5-6200U/4GB/500GB/No,Notebook,15.6,Intel HD Graphics 520,No OS,,2.1kg,398,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1173,Intel,2.3,,Core i5 6200U,1366,768,1049088
1174,Lenovo,IdeaPad 510-15IKB,Notebook,15.6,Nvidia GeForce 940MX,No OS,,2.2kg,709,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1174,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1175,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,14.0,Intel HD Graphics 620,Windows,10,2kg,769,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1175,Intel,2.4,,Core i3 7100U,1920,1080,2073600
1176,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,15.6,Intel HD Graphics 520,Windows,7,2.32kg,825,1920x1080,No Touchscreen,4,False,False,True,0,0,1000,1000,1176,Intel,2.5,,Core i7 6500U,1920,1080,2073600
1177,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Nvidia GeForce GTX 960,Windows,10,3.31kg,1305,1920x1080,No Touchscreen,16,True,False,False,512,0,0,512,1177,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1178,MSI,GS60 Ghost,Gaming,15.6,Nvidia GeForce GTX 970M,Windows,10,1.91kg,2153,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,1178,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1179,HP,ProBook 450,Notebook,15.6,Intel HD Graphics 520,Windows,10,2.07kg,650,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1179,Intel,2.3,,Core i3 6100U,1366,768,1049088
1180,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 520,Windows,10,1.36kg,1637,2560x1440,Touchscreen,8,True,False,False,256,0,0,256,1180,Intel,2.3,,Core i5 6200U,2560,1440,3686400
1181,Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,Nvidia GeForce 920M,Windows,10,1.54kg,831,1920x1080,No Touchscreen,6,True,False,False,256,0,0,256,1181,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1182,Dell,Vostro 5568,Notebook,15.6,Nvidia GeForce GT 940MX,Linux,,1.98kg,895,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1182,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1183,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 500,Windows,10,2.1kg,333,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1183,Intel,2.0,,Celeron Dual Core N3350,1366,768,1049088
1184,HP,Pavilion 15-BC000nv,Notebook,15.6,Nvidia GeForce GTX 960M,Windows,10,2.18kg,799,1920x1080,No Touchscreen,6,False,True,False,0,1000,0,1000,1184,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1185,Asus,Rog GL552VW-DM201T,Gaming,15.6,Nvidia GeForce GTX 960M,Windows,10,2.591kg,909,1920x1080,No Touchscreen,8,True,True,False,256,1000,0,1256,1185,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1186,Dell,Inspiron 5578,2 in 1 Convertible,15.6,Intel HD Graphics 620,Windows,10,2.09kg,1179,1920x1080,Touchscreen,16,True,False,False,512,0,0,512,1186,Intel,2.7,,Core i7 7500U,1920,1080,2073600
1187,Acer,Aspire E5-576G,Notebook,15.6,Nvidia GeForce 940MX,Windows,10,2.23kg,691,1920x1080,No Touchscreen,4,True,False,False,256,0,0,256,1187,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1188,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 520,Linux,,1.23kg,1099,3200x1800,Touchscreen,8,True,False,False,256,0,0,256,1188,Intel,2.4,,Core i5 6300U,3200,1800,5760000
1189,Acer,Predator G9-793,Gaming,17.3,Nvidia GeForce GTX 1070,Windows,10,4.2kg,2599,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1189,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1190,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,Windows,10,2.4kg,819,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1190,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
1192,HP,250 G6,Notebook,15.6,Intel HD Graphics 620,Windows,10,1.86kg,485,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1192,Intel,2.5,,Core i5 7200U,1366,768,1049088
1193,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 5300,Mac OS,X,0.920kg,1163,2304x1440,No Touchscreen,8,True,False,False,256,0,0,256,1193,Intel,1.1,,Core M,2304,1440,3317760
1194,Dell,Inspiron 7378,2 in 1 Convertible,13.3,Intel HD Graphics 620,Windows,10,1.6kg,1199,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1194,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1195,HP,Pavilion Power,Notebook,15.6,Nvidia GeForce GTX 1050,Windows,10,2.21kg,1327,1920x1080,No Touchscreen,12,True,True,False,128,1000,0,1128,1195,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1196,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M430,No OS,,1.9kg,368,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1196,Intel,2.0,,Core i3 6006U,1366,768,1049088
1197,Asus,Rog G752VY-GC229T,Gaming,17.3,Nvidia GeForce GTX 980M,Windows,10,4.3kg,2150,1920x1080,No Touchscreen,16,True,True,False,512,1000,0,1512,1197,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1198,Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 500,Linux,,2.1kg,272,1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000,1198,Intel,2.0,,Celeron Dual Core N3350,1366,768,1049088
1199,MSI,GS73VR 7RF,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.43kg,2048,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1199,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1200,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M440,Windows,10,2.3kg,499,1366x768,No Touchscreen,4,True,False,False,128,0,0,128,1200,Intel,2.0,,Core i3 6006U,1366,768,1049088
1201,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,Nvidia GeForce 920MX,No OS,,2.2kg,629,1366x768,No Touchscreen,8,False,True,False,0,500,0,500,1201,Intel,2.5,,Core i7 6500U,1366,768,1049088
1202,Dell,Inspiron 5579,2 in 1 Convertible,15.6,Intel UHD Graphics 620,Windows,10,2kg,1285,1920x1080,Touchscreen,16,True,False,False,512,0,0,512,1202,Intel,1.8,,Core i7 8550U,1920,1080,2073600
1203,Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,Windows,10,1.2kg,2680,3200x1800,Touchscreen,16,True,False,False,512,0,0,512,1203,Intel,2.7,,Core i7 7500U,3200,1800,5760000
1204,Asus,FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,Gaming,15.6,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1169,1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000,1204,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1205,Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,Windows,10,2.36kg,889,1920x1080,No Touchscreen,8,True,False,False,256,0,0,256,1205,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1206,HP,15-bs025nv (i5-7200U/8GB/256GB/W10),Notebook,15.6,Intel HD Graphics 620,Windows,10,1.91kg,579,1366x768,No Touchscreen,8,True,False,False,256,0,0,256,1206,Intel,2.5,,Core i5 7200U,1366,768,1049088
1207,Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD Radeon R2 Graphics,Windows,10,2.2kg,299,1366x768,No Touchscreen,4,False,True,False,0,500,0,500,1207,AMD,2.2,9000,E-Series,1366,768,1049088
1208,Acer,Aspire E5-774G,Notebook,17.3,Nvidia GeForce 940MX,Windows,10,3.3kg,629,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,1208,Intel,2.0,,Core i3 6006U,1600,900,1440000
1209,Asus,Rog Strix,Gaming,15.6,Nvidia GeForce GTX 1070,Windows,10,2.2kg,2449,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1209,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1210,Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 515,Mac OS,X,0.920kg,1279,2304x1440,No Touchscreen,8,True,False,False,512,0,0,512,1210,Intel,1.2,,Core M,2304,1440,3317760
1211,Asus,FX502VM-AS73 (i7-7700HQ/16GB/1TB,Notebook,15.6,Nvidia GeForce GTX 1060,Windows,10,2.2kg,1749,1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128,1211,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1212,MSI,GS73VR Stealth,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.43kg,1948,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1212,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1213,Dell,Inspiron 7579,2 in 1 Convertible,15.6,Intel HD Graphics 620,Windows,10,2.191kg,999,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1213,Intel,2.5,,Core i5 7200U,1920,1080,2073600
1214,Asus,ROG Strix,Gaming,17.3,Nvidia GeForce GTX 1060,Windows,10,2.9kg,1949,1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256,1214,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
1215,Acer,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel HD Graphics,Chrome OS,,1.3kg,174,1366x768,No Touchscreen,2,True,False,False,32,0,0,32,1215,Intel,1.5,,Celeron Dual Core 3205U,1366,768,1049088
1216,Acer,E5 774G,Notebook,17.3,Nvidia GeForce 940MX,Windows,10,3.3kg,598,1600x900,No Touchscreen,4,False,True,False,0,1000,0,1000,1216,Intel,2.0,,Core i3 6006U,1600,900,1440000
1217,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,Intel HD Graphics 620,No OS,,2.8kg,539,1600x900,No Touchscreen,8,False,True,False,0,1000,0,1000,1217,Intel,2.5,,Core i5 7200U,1600,900,1440000
1218,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Nvidia GeForce GTX 960<U+039C>,Windows,10,2.6kg,1272,1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128,1218,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
1219,Acer,SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),2 in 1 Convertible,14.0,Intel HD Graphics 615,Windows,10,1.2kg,1149,1920x1080,Touchscreen,8,True,False,False,256,0,0,256,1219,Intel,1.3,,Core i7 7Y75,1920,1080,2073600
